prompt_id;category;prompt
1571;News reporting;In objective reporting style, create a 200-250 word article about an international aid package for a developing region.
1572;News reporting;Write a 200-250 word news report about a significant change in diplomatic relations between nations.
1573;News reporting;In journalistic style, create a 200-250 word article about a renewable energy project coming online.
1574;News reporting;Write a 200-250 word objective news report about a retail industry transformation affecting consumers.
1575;News reporting;In 200-250 words, create a news article about a manufacturing plant opening or closing in a community.
1576;News reporting;Write a 200-250 word journalistic piece about an education system performance report.
1577;News reporting;In objective reporting style, create a 200-250 word article about a military technology development.
1578;News reporting;Write a 200-250 word news report about a financial market reaction to economic data.
1579;News reporting;In journalistic style, create a 200-250 word article about a pharmaceutical breakthrough for a common disease.
1581;News reporting;In 200-250 words, create a news article about a legal ruling affecting business practices.
1582;News reporting;Write a 200-250 word journalistic piece about a consumer price index report showing inflation trends.
1583;News reporting;In objective reporting style, create a 200-250 word article about a water conservation mandate during drought conditions.
1584;News reporting;Write a 200-250 word news report about a tourism initiative aimed at economic recovery.
1585;News reporting;In journalistic style, create a 200-250 word article about a public safety announcement from government officials.
1586;News reporting;Write a 200-250 word objective news report about an aviation safety investigation's conclusions.
1587;News reporting;In 200-250 words, create a news article about a wildlife management decision affecting an ecosystem.
1588;News reporting;Write a 200-250 word journalistic piece about a demographic trend revealed in census data.
1589;News reporting;In objective reporting style, create a 200-250 word article about a transportation infrastructure funding announcement.
1590;News reporting;Write a 200-250 word news report about a political candidate's campaign launch.
1591;News reporting;In journalistic style, create a 200-250 word article about an agricultural technology improving crop yields.
1592;News reporting;Write a 200-250 word objective news report about a healthcare system reform implementation.
1593;News reporting;In 200-250 words, create a news article about a law enforcement technology deployment.
1594;News reporting;Write a 200-250 word journalistic piece about an international organization's annual report findings.
1595;News reporting;In objective reporting style, create a 200-250 word article about a cultural institution receiving significant funding.
1596;News reporting;Write a 200-250 word news report about a space exploration achievement.
1597;News reporting;In journalistic style, create a 200-250 word article about a labor market report showing employment trends.
1598;News reporting;Write a 200-250 word objective news report about an environmental protection measure being enforced.
1599;News reporting;In 200-250 words, create a news article about a significant scientific grant awarded for innovative research.
1600;News reporting;Write a 200-250 word journalistic piece about a human rights report on a specific region.
1601;News reporting;In objective reporting style, create a 200-250 word article about a major sporting record being broken.
1602;News reporting;Write a 200-250 word news report about an international trade dispute and its economic implications.
1603;News reporting;In journalistic style, create a 200-250 word article about a transportation accident investigation.
1604;News reporting;Write a 200-250 word objective news report about a legislative committee's findings on a public issue.
1605;News reporting;In 200-250 words, create a news article about a corporate social responsibility initiative's impact.
1606;News reporting;Write a 200-250 word journalistic piece about a technology company's data privacy practices.
1607;News reporting;In objective reporting style, create a 200-250 word article about an urban redevelopment project affecting a neighborhood.
1608;News reporting;Write a 200-250 word news report about a public health emergency declaration.
1610;News reporting;Write a 200-250 word objective news report about a historical artifact discovery.
1611;News reporting;In 200-250 words, create a news article about a political leadership change following an election.
1612;News reporting;Write a 200-250 word journalistic piece about a marine conservation initiative.
1613;News reporting;In objective reporting style, create a 200-250 word article about a consumer safety recall affecting popular products.
1614;News reporting;Write a 200-250 word news report about an educational achievement gap identified in a study.
